actors,awards,boxoffice,cntitle,country,doubanId,filetype,fileurl,genre,imdbid,movieid,omdbid,plot,poster,rating,runtime,source,timein,title,tmdbid,year
"Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali",Won 1 Oscar. Another 79 wins & 55 nominations.,,,USA,,,,"Animation, Action, Adventure, Family, Sci-Fi",tt4633694,,,"Teen Miles Morales becomes Spider-Man of his reality, crossing his path with five counterparts from other dimensions to stop a threat for all realities.",https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg,8.4,117,,,Spider-Man Into the Spider-Verse,,2018
"Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado",3 nominations.,,,USA,,,,"Animation, Adventure, Comedy, Family, Sci-Fi",tt5814534,,,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.",https://m.media-amazon.com/images/M/MV5BNzg1MzM3OWUtNjgzZC00NjMzLWE1NzAtOThiMDgyMjhhZDBhXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_SX300.jpg,6.8,102,,,Spies in Disguise,,2019
"Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley",Nominated for 3 Oscars. Another 7 wins & 35 nominations.,,,USA,,,,"Action, Adventure, Fantasy, Sci-Fi",tt2527338,,,"The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end.",https://m.media-amazon.com/images/M/MV5BMDljNTQ5ODItZmQwMy00M2ExLTljOTQtZTVjNGE2NTg0NGIxXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_SX300.jpg,6.7,142,,,Star Wars,,2019
"Ryôko Shinohara, Suzu Hirose, Yuka Itaya, Eiko Koike",1 nomination.,,阳光姐妹淘,Japan,,,,"Comedy, Drama, Musical",tt7493818,,,A group of friends from high school days reunite for once more time before one of them are going to die from cancer.,https://m.media-amazon.com/images/M/MV5BYWY3ZDMwNmMtODk2Zi00OWI4LTk1NjEtOTZkMTA4NDljOGQ2XkEyXkFqcGdeQXVyNTI4ODg2Mjc@._V1_SX300.jpg,6.9,118,,,Sunny Our Hearts Beat Together,,2018
"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes",1 win & 7 nominations.,,,"China, Spain, Hungary, USA",,,,"Action, Adventure, Sci-Fi",tt6450804,,,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",https://m.media-amazon.com/images/M/MV5BOWExYzVlZDgtY2E1ZS00NTFjLWFmZWItZjI2NWY5ZWJiNTE4XkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_SX300.jpg,6.3,128,,,Terminator Dark Fate,,2019
"Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader",1 win & 3 nominations.,,,"Finland, USA",,,,"Animation, Adventure, Comedy, Family",tt6095472,,,The flightless birds and scheming green pigs take their feud to the next level.,https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@._V1_SX300.jpg,6.4,97,,,The Angry Birds Movie,,2019
"Harrison Ford, Omar Sy, Cara Gee, Dan Stevens",1 win.,,,"USA, Canada",,,,"Adventure, Drama, Family",tt7504726,,,A sled dog struggles for survival in the wilds of the Yukon.,https://m.media-amazon.com/images/M/MV5BZDA1ZmQ2OGMtZDhkMC00ZjRkLWE3ZTMtMzA5ZTk0YjM1OGRmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,6.8,100,,,The Call Of The Wild,,2020
"Hiroshi Abe, Junpei Mizobata, Rena Tanaka, Tsutomu Yamazaki",,,祈祷落幕时,Japan,,,,"Mystery, Thriller",tt7080138,,,"Michiko came to Tokyo to visit Hiromi, but is instead found murdered. The renter of Michiko's place is missing. The police is having a hard time finding clues and solving the case. There ...",https://m.media-amazon.com/images/M/MV5BZjcxNjg2OTgtMzU2Yi00N2FlLThjMmUtMDkzZjY2YmY0N2M0XkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_SX300.jpg,7.1,119,,,The Crimes That Bind,,2018
"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong",,,,"UK, USA",,,,"Action, Comedy, Crime",tt8367814,,,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",https://m.media-amazon.com/images/M/MV5BMTlkMmVmYjktYTc2NC00ZGZjLWEyOWUtMjc2MDMwMjQwOTA5XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,7.9,113,,,The Gentlemen,,2019
"Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams",1 win & 18 nominations.,,,"France, Japan, USA",,,,"Animation, Comedy, Family, Fantasy",tt2709692,,,A grumpy Grinch (Benedict Cumberbatch) plots to ruin Christmas for the village of Whoville.,https://m.media-amazon.com/images/M/MV5BYmE5Yjg0MzktYzgzMi00YTFiLWJjYTItY2M5MmI1ODI4MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.3,85,,,The Grinch,,2018
"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel",Nominated for 10 Oscars. Another 71 wins & 310 nominations.,,,USA,,,,"Biography, Crime, Drama",tt1302006,,,"An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,7.9,209,,,The Irishman,,2019
"Hayao Miyazaki, Yumiko Miyoshi, Toshio Suzuki, Shinsuke Nonaka",1 win & 1 nomination.,,梦与狂想的王国,Japan,,,,Documentary,tt3204392,,,"Follows the routines of those employed at Studio Ghibli, including filmmakers Hayao Miyazaki, Isao Takahata, and Toshio Suzuki as they work to release two films simultaneously, The Wind Rises and The Tale of the Princess Kaguya.",https://m.media-amazon.com/images/M/MV5BMTY4NzkzMzE0OF5BMl5BanBnXkFtZTgwMTY5OTY0MzE@._V1_SX300.jpg,7.8,118,,,The Kingdom of Dreams and Madness,,2013
"Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish",1 win & 15 nominations.,,,"Denmark, Norway, Australia, USA",,,,"Animation, Action, Adventure, Comedy, Family, Fantasy, Musical",tt3513498,,,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_SX300.jpg,6.6,107,,,The Lego Movie,,2019
"Chiwetel Ejiofor, John Oliver, James Earl Jones, John Kani",Nominated for 1 Oscar. Another 16 wins & 34 nominations.,,,"USA, UK, South Africa",,,,"Animation, Adventure, Drama, Family, Musical",tt6105098,,,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",https://m.media-amazon.com/images/M/MV5BMjIwMjE1Nzc4NV5BMl5BanBnXkFtZTgwNDg4OTA1NzM@._V1_SX300.jpg,6.9,118,,,The Lion King,,2019
"Clint Eastwood, Patrick L. Reyes, Cesar De León, Gustavo Muñoz",1 win & 10 nominations.,,,USA,,,,"Crime, Drama, Thriller",tt7959026,,,A ninety-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.,https://m.media-amazon.com/images/M/MV5BMTc1OTc5NzA4OF5BMl5BanBnXkFtZTgwOTAzMzE2NjM@._V1_SX300.jpg,7.0,116,,,The Mule,,2018
"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich",,,,"USA, UK",,,,"Action, Thriller",tt2402157,,,An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level C.I.A. officials and the Russian President-elect.,https://m.media-amazon.com/images/M/MV5BNTkzMDk5NjUxNV5BMl5BanBnXkFtZTgwMzMwOTMyMjE@._V1_SX300.jpg,6.3,108,,,The November Man,,2014
"Claes Bang, Elisabeth Moss, Dominic West, Terry Notary",Nominated for 1 Oscar. Another 33 wins & 41 nominations.,1284672.0,,"Sweden, Germany, France, Denmark, USA",,,,"Comedy, Drama",tt4995790,,,A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,https://m.media-amazon.com/images/M/MV5BMzc1MDY3NDIwMV5BMl5BanBnXkFtZTgwNzkwNzU0MzI@._V1_SX300.jpg,7.2,151,,,The Square,,2017
"Tom Hanks, Tim Allen, Annie Potts, Tony Hale",Won 1 Oscar. Another 49 wins & 53 nominations.,,,USA,,,,"Animation, Adventure, Comedy, Family, Fantasy",tt1979376,,,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",https://m.media-amazon.com/images/M/MV5BMTYzMDM4NzkxOV5BMl5BanBnXkFtZTgwNzM1Mzg2NzM@._V1_SX300.jpg,7.8,100,,,Toy Story,,2019
"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore",Nominated for 2 Oscars. Another 8 wins & 5 nominations.,,迷魂记,USA,,,,"Mystery, Romance, Thriller",tt0052357,,,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8.3,128,,,Vertigo,,1958
"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester",Nominated for 6 Oscars. Another 3 wins & 9 nominations.,,控方证人,USA,,,,"Crime, Drama, Mystery, Thriller",tt0051201,,,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,https://m.media-amazon.com/images/M/MV5BZjEwMmE5MzYtYWExYy00ZjEzLTk4MjUtMmJmNzgxY2MxN2U1XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,8.4,116,,,Witness For The Prosecution,,1957
"Sofia Mali, Jennifer Garner, Ken Hudson Campbell, Kenan Thompson",1 nomination.,,,"Spain, USA",,,,"Animation, Adventure, Comedy, Family, Fantasy",tt6428676,,,Wonder Park tells the story of an amusement park where the imagination of a wildly creative girl named June comes alive.,https://m.media-amazon.com/images/M/MV5BMjI5MTQ5NzE4Nl5BMl5BanBnXkFtZTgwNTk2MDA5NjM@._V1_SX300.jpg,5.8,85,,,Wonder Park,,2019
"Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart",7 wins & 37 nominations.,234300000.0,X战警3,"Canada, USA, UK",,,,"Action, Adventure, Sci-Fi",tt0376994,,,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",https://m.media-amazon.com/images/M/MV5BNDBhNDJiMWEtOTg4Yi00NTYzLWEzOGMtMjNmNjAxNTBlMzY3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,6.7,104,,,X-Men,,2006
"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",5 wins & 8 nominations.,,剑鱼行动,USA,,,,"Action, Crime, Thriller",tt0244244,,,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.",https://m.media-amazon.com/images/M/MV5BNzk5ZmQxMWYtM2QyNi00MTY3LTlmNjItYjUwODY3Y2YwOTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,6.5,99,,,Swordfish,,2001
"George Clooney, Jennifer Lopez, Jim Robinson, Mike Malone",Nominated for 2 Oscars. Another 13 wins & 12 nominations.,,战略高手,USA,,,,"Comedy, Crime, Drama, Romance, Thriller",tt0120780,,,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",https://m.media-amazon.com/images/M/MV5BMjA0MjMwNTE4Nl5BMl5BanBnXkFtZTgwNjExNzQxMTE@._V1_SX300.jpg,7.0,123,,,Out of Sight,,1998
"Peter Krause, Julianna Margulies, Peter Jacobson, Dennis Christopher",Nominated for 2 Primetime Emmys. Another 11 nominations.,,失落的房间,USA,,,,"Action, Fantasy, Mystery, Sci-Fi",tt0830361,,,"A detective investigates a mysterious motel room, which acts as a portal to an alternate universe.",https://m.media-amazon.com/images/M/MV5BOTIzODYzNzMtZTE1ZS00MWRkLThhMTUtYzU4N2M0MDExZTI0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,8.2,270,,,The Lost Room,,2006
"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser",3 nominations.,,超能查派,"South Africa, USA",,,,"Action, Crime, Drama, Sci-Fi, Thriller",tt1823672,,,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",https://m.media-amazon.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_SX300.jpg,6.8,120,,,Chappie,,2015
"Nicolas Cage, Justin Bartha, Diane Kruger, Jon Voight",1 win & 5 nominations.,219932512.0,国家宝藏2,USA,,,,"Action, Adventure, Mystery, Thriller",tt0465234,,,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,https://m.media-amazon.com/images/M/MV5BMTU2NTM3NjU1N15BMl5BanBnXkFtZTcwODg1MDU1MQ@@._V1_SX300.jpg,6.5,124,,,National Treasure,,2007
"Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson",3 wins & 16 nominations.,94800000.0,艾利之书,USA,,,,"Action, Adventure, Drama, Thriller",tt1037705,,,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",https://m.media-amazon.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,6.9,118,,,The Book of Eli,,2010
"George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis",7 wins & 13 nominations.,,杀出个黎明,"USA, Mexico",,,,"Action, Crime, Horror",tt0116367,,,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,108,,,From Dusk Till Dawn,,1996
"Aaron Taylor-Johnson, CJ Adams, Ken Watanabe, Bryan Cranston",7 wins & 31 nominations.,172962992.0,哥斯拉,"USA, Japan",,,,"Action, Adventure, Sci-Fi, Thriller",tt0831387,,,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",https://m.media-amazon.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.4,123,,,Godzilla,,2014
"Kevin Costner, Gary Oldman, Tommy Lee Jones, Ryan Reynolds",,,超脑48小时,"USA, UK, Bulgaria",,,,"Action, Sci-Fi, Thriller",tt3014866,,,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",https://m.media-amazon.com/images/M/MV5BMTg0ODc4Mzk2OF5BMl5BanBnXkFtZTgwNDk2MDkyODE@._V1_SX300.jpg,6.3,113,,,Criminal,,2016
"Bruce Willis, Timothy Olyphant, Justin Long, Maggie Q",3 wins & 16 nominations.,134500000.0,虎胆龙威4,"USA, UK",,,,"Action, Thriller",tt0337978,,,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,https://m.media-amazon.com/images/M/MV5BNDQxMDE1OTg4NV5BMl5BanBnXkFtZTcwMTMzOTQzMw@@._V1_SX300.jpg,7.1,128,,,Die Hard,,2007
"Adam Baldwin, Anne Heche, James Marsters, John DiMaggio",1 win.,,超人之死,USA,,,,"Animation, Action, Adventure, Drama, Sci-Fi",tt0934706,,,"When LexCorps accidentally unleash a murderous creature, Doomsday, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s.",https://m.media-amazon.com/images/M/MV5BZjU4MzIyZWUtNWQ4Yy00YTU4LTk5NjUtNDBiNDkxZTVlZDgwXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,7.0,75,,,Superman Doomsday,,2007
"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco",4 nominations.,65030564.0,惊天魔盗团2,"France, USA",,,,"Action, Adventure, Comedy, Crime, Mystery, Thriller",tt3110958,,,"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.",https://m.media-amazon.com/images/M/MV5BYjhlNDljNTgtZjc4My00NmZmLTk2YzAtYWE5MDYwYjM4MTkzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.5,129,,,Now You See Me,,2016
"Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal",2 wins & 6 nominations.,26200000.0,弯刀,USA,,,,"Action, Crime, Thriller",tt0985694,,,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",https://m.media-amazon.com/images/M/MV5BZWUxODc2NmItNThkNS00Mzc4LThlYTQtOTYwZjVhYjRiNmMwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.6,105,,,Machete,,2010
"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi",Won 1 Oscar. Another 3 wins & 10 nominations.,,猎杀U-571,"France, USA",,,,"Action, War",tt0141926,,,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.6,116,,,U-571,,2000
"Taron Egerton, Edward Holcroft, Gordon Alexander, Mark Strong",2 wins & 7 nominations.,99733120.0,王牌特工2黄金圈,"UK, USA",,,,"Action, Adventure, Comedy, Crime, Thriller",tt4649466,,,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.",https://m.media-amazon.com/images/M/MV5BMjQ3OTgzMzY4NF5BMl5BanBnXkFtZTgwOTc4OTQyMzI@._V1_SX300.jpg,6.7,141,,,Kingsman,,2017
"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina",Won 1 Oscar. Another 24 wins & 60 nominations.,373377888.0,蜘蛛侠2,USA,,,,"Action, Adventure, Sci-Fi",tt0316654,,,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,127,,,Spider-Man,,2004
"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",Won 3 Oscars. Another 17 wins & 21 nominations.,,洛奇6,USA,,,,"Drama, Sport",tt0075148,,,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg,8.1,120,,,Rocky,,1976
"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J",5 wins & 5 nominations.,116643344.0,反恐特警组,USA,,,,"Action, Adventure, Crime, Thriller",tt0257076,,,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.",https://m.media-amazon.com/images/M/MV5BNmIxYTVmMDEtNWU5NS00MWJhLWJjNmQtNjkxNWI3NmY4MzJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.0,117,,,S.W.A.T.,,2003
"Igal Naor, Said Faraj, Faycal Attougui, Aymen Hamdouchi",6 nominations.,35000000.0,绿色地带,"UK, France, Spain, USA",,,,"Action, Drama, Thriller, War",tt0947810,,,Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.,https://m.media-amazon.com/images/M/MV5BMTYzMTA1NDMyNV5BMl5BanBnXkFtZTcwMzUwODY5Mg@@._V1_SX300.jpg,6.8,115,,,Green Zone,,2010
"Christian Bale, John Malkovich, Miranda Richardson, Nigel Havers",Nominated for 6 Oscars. Another 13 wins & 10 nominations.,,太阳帝国,USA,,,,"Action, Drama, History, War",tt0092965,,,A young English boy struggles to survive under Japanese occupation during World War II.,https://m.media-amazon.com/images/M/MV5BMmQwNzczZDItNmI0OS00MjRmLTliYWItZWIyMjk1MTU4ZTQ4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.7,153,,,Empire of the Sun,,1987
"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",3 wins & 21 nominations.,206360016.0,雷神2：黑暗世界,USA,,,,"Action, Adventure, Fantasy",tt1981115,,,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,6.9,112,,,Thor：The Dark World,,2013
"Jason Statham, Joan Allen, Ian McShane, Tyrese Gibson",1 win & 5 nominations.,36064912.0,死亡飞车,"USA, Germany, UK",,,,"Action, Sci-Fi, Thriller",tt0452608,,,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,https://m.media-amazon.com/images/M/MV5BZTA4ODc4YTQtM2YyZS00YTgzLTgyMTAtMTg4Y2Q1YWFmZDYzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,6.4,105,,,Death Race,,2008
"Gwyneth Paltrow, Tien You Chui, Josie Ho, Daria Strokous",2 wins & 14 nominations.,75638744.0,,"United Arab Emirates, USA",,,,"Action, Drama, Thriller",tt1598778,,,"Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure.",https://m.media-amazon.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_SX300.jpg,6.7,106,,,Contagion,,2011
